#YY  MM DD hh mm WVHT  SwH  SwP  WWH  WWP SwD WWD  STEEPNESS  APD MWD
#yr  mo dy hr mn    m    m  sec    m  sec  -  degT     -      sec degT
2013 11 24 23 55  3.8  0.3 10.5  3.8  7.1  NW  NW VERY_STEEP  6.1 321
2013 11 24 23 25  3.7  0.3 11.1  3.7  6.7 WNW NNW VERY_STEEP  6.1 339
2013 11 24 22 55  4.2  0.3 10.5  4.2  7.1   W  NW VERY_STEEP  6.3 326
2013 11 24 22 25  3.8  0.3 11.1  3.8  6.7  NW NNW VERY_STEEP  6.1 330
2013 11 24 21 55  3.3  0.2 11.1  3.3  6.7 WNW  NW VERY_STEEP  5.8 314
2013 11 24 21 25  3.2  0.3 10.5  3.2  6.7 WSW  NW VERY_STEEP  5.7 315
2013 11 24 20 55  3.1  0.2 10.5  3.1  6.7 WNW  NW VERY_STEEP  5.8 307
2013 11 24 20 25  3.1  0.2 11.1  3.1  6.7   W WNW VERY_STEEP  5.8 302
2013 11 24 19 55  3.0  0.3 10.5  3.0  7.1   W WNW VERY_STEEP  5.7 284
2013 11 24 19 25  3.0  0.2 10.5  3.0  7.7   W   W      STEEP  5.8 280
2013 11 24 18 55  3.3  0.3 11.8  3.2  7.7   W   W      STEEP  5.9 281
2013 11 24 18 25  3.0  0.2 10.5  3.0  7.7   W   W      STEEP  5.9 277
2013 11 24 17 55  2.9  0.3 10.5  2.9  6.7   W  NW VERY_STEEP  5.9 304
2013 11 24 17 25  2.9  0.2 10.5  2.9  7.7   W   W      STEEP  5.8 276
2013 11 24 16 55  3.0  0.3 10.5  3.0  7.1   W WNW VERY_STEEP  6.0 290
2013 11 24 16 25  3.2  0.3 10.5  3.2  7.1   W WNW VERY_STEEP  6.1 294
2013 11 24 15 55  3.0  0.3 10.5  3.0  7.1   W WNW VERY_STEEP  6.1 295
2013 11 24 15 25  3.1  0.3 10.5  3.1  7.1   W WNW VERY_STEEP  6.0 294
2013 11 24 14 55  3.2  0.3 10.5  3.2  6.7 WSW  NW VERY_STEEP  6.0 308
2013 11 24 14 25  3.2  0.3 10.5  3.2  7.1 WSW WNW VERY_STEEP  6.0 291
2013 11 24 13 55  3.0  0.2 10.5  3.0  6.2   W  NW VERY_STEEP  5.8 319
2013 11 24 13 25  3.1  0.2 10.5  3.1  6.2  SW  NW VERY_STEEP  5.9 314
2013 11 24 12 55  3.4  0.3 10.5  3.4  6.7   W  NW VERY_STEEP  6.0 308
2013 11 24 12 25  3.3  0.3 10.5  3.3  7.7  SW WNW      STEEP  6.0 285
2013 11 24 11 55  3.2  0.3 10.5  3.2  7.1   W WNW VERY_STEEP  6.0 302
2013 11 24 11 25  3.3  0.3 10.5  3.3  7.1   W WNW VERY_STEEP  6.1 297
2013 11 24 10 55  3.3  0.3 10.5  3.3  7.1   W WNW VERY_STEEP  6.1 301
2013 11 24 10 25  3.3  0.3 10.5  3.3  6.7 WSW  NW VERY_STEEP  6.0 311
2013 11 24 09 55  3.2  0.2 10.5  3.2  7.1   W WNW VERY_STEEP  6.0 295
2013 11 24 08 55  3.1  0.2 11.1  3.1  7.7 WNW   W      STEEP  5.8 273
2013 11 24 08 25  2.9  0.2 11.1  2.9  6.2 WNW WNW VERY_STEEP  5.5 298
2013 11 24 07 55  2.9  0.2 10.5  2.9  6.2 WSW  NW VERY_STEEP  5.6 305
2013 11 24 07 25  2.6  0.2 10.5  2.6  6.2  SW  NW VERY_STEEP  5.5 304
2013 11 24 06 55  2.6  0.2 10.5  2.5  6.2 WSW WNW VERY_STEEP  5.4 298
2013 11 24 06 25  2.7  0.2 11.8  2.7  6.7  NW WNW VERY_STEEP  5.5 297
2013 11 24 05 55  2.4  0.2 10.5  2.4  5.9  NW  NW VERY_STEEP  5.3 322
2013 11 24 05 25  2.3  0.2 12.5  2.3  6.2 SSE  NW VERY_STEEP  5.2 308
2013 11 24 04 55  2.6  0.2 10.5  2.6  5.9 WNW  NW VERY_STEEP  5.4 308
2013 11 24 04 25  2.3  0.2 12.5  2.3  6.2 NNE  NW VERY_STEEP  5.2 305
2013 11 24 03 55  2.4  0.2 11.8  2.4  6.2  SE  NW VERY_STEEP  5.2 307
2013 11 24 03 25  2.0  0.2 10.5  2.0  6.7  SW  NW      STEEP  5.0 308
2013 11 24 02 55  2.1  0.2 10.5  2.1  6.2   S WNW VERY_STEEP  5.1 302
2013 11 24 02 25  2.3  0.2 10.5  2.3  6.2   W WNW VERY_STEEP  5.1 297
2013 11 24 01 55  1.9  0.2 10.5  1.9  6.2 WNW WNW VERY_STEEP  4.9 298
2013 11 24 01 25  1.8  0.2 11.1  1.8  5.9  SW WNW VERY_STEEP  4.7 291
2013 11 24 00 55  1.8  0.2 11.1  1.8  5.9  SW WNW VERY_STEEP  4.7 285
2013 11 24 00 25  1.5  0.2 10.5  1.5  5.6  SE WNW VERY_STEEP  4.4 288
2013 11 23 23 55  1.5  0.2 11.1  1.5  4.8 SSW WNW VERY_STEEP  4.3 290
2013 11 23 23 25  1.2  0.2 10.5  1.2  4.8 SSE WNW VERY_STEEP  4.2 295
2013 11 23 22 55  1.2  0.2 10.5  1.2  5.6 SSE   W VERY_STEEP  4.3 281
2013 11 23 22 25  1.3  0.2 10.5  1.3  5.6 SSW WNW VERY_STEEP  4.4 284
2013 11 23 21 55  1.4  0.1 10.5  1.4  5.6   S WNW VERY_STEEP  4.4 285
2013 11 23 21 25  1.3  0.1 11.1  1.3  5.6 SSW WNW VERY_STEEP  4.3 285
2013 11 23 20 55  1.4  0.2 10.5  1.4  5.0   S  NW VERY_STEEP  4.4 311
2013 11 23 20 25  1.5  0.2 11.8  1.4  5.6 SSE WNW VERY_STEEP  4.5 294
2013 11 23 19 55  1.6  0.2 10.5  1.6  5.6 SSE  NW VERY_STEEP  4.6 305
2013 11 23 19 25  1.6  0.2 11.1  1.6  5.3 SSE  NW VERY_STEEP  4.6 314
2013 11 23 18 55  1.5  0.2 11.8  1.5  5.9 SSE   W VERY_STEEP  4.5 281
2013 11 23 18 25  1.6  0.2 11.1  1.6  5.6 SSE WNW VERY_STEEP  4.6 299
2013 11 23 17 55  1.7  0.2 11.8  1.6  5.9   S WNW VERY_STEEP  4.7 285
2013 11 23 17 25  1.4  0.2 10.5  1.4  5.9 SSE WNW VERY_STEEP  4.5 288
2013 11 23 16 55  1.6  0.2 10.5  1.5  5.6 SSE  NW VERY_STEEP  4.5 304
2013 11 23 16 25  1.6  0.2 11.8  1.5  5.9 SSE WNW VERY_STEEP  4.6 292
2013 11 23 15 55  1.7  0.2 11.8  1.7  5.6   S  NW VERY_STEEP  4.7 311
2013 11 23 15 25  1.7  0.2 11.8  1.7  5.6   S  NW VERY_STEEP  4.7 308
2013 11 23 14 55  1.8  0.2 11.1  1.8  5.9 SSE WNW VERY_STEEP  4.7 299
2013 11 23 14 25  1.8  0.2 11.8  1.8  5.6   S  NW VERY_STEEP  4.8 309
2013 11 23 13 55  1.7  0.2 10.5  1.7  5.6   S  NW VERY_STEEP  4.7 304
2013 11 23 13 25  1.8  0.2 11.1  1.8  5.6   S  NW VERY_STEEP  4.8 307
2013 11 23 12 55  1.8  0.3 11.1  1.7  5.3 SSW NNW VERY_STEEP  4.7 329
2013 11 23 12 25  1.9  0.2 10.5  1.8  5.0 SSE NNW VERY_STEEP  4.7 328
2013 11 23 11 55  1.9  0.2 11.1  1.9  5.3 SSE  NW VERY_STEEP  4.8 325
2013 11 23 11 25  1.9  0.2 10.5  1.9  5.0   S NNW VERY_STEEP  4.7 329
2013 11 23 10 55  1.9  0.2 11.1  1.9  4.8   S NNW VERY_STEEP  4.6 337
2013 11 23 10 25  1.8  0.2 11.8  1.7  6.7   S  SW      STEEP  4.5 235
2013 11 23 09 55  1.6  0.2 10.5  1.6  5.9 SSE WSW VERY_STEEP  4.5 239
2013 11 23 09 25  1.5  0.2 11.1  1.4  6.2 SSE WSW      STEEP  4.5 240
2013 11 23 08 55  1.6  0.2 10.5  1.5  6.7   S WSW      STEEP  4.8 238
2013 11 23 08 25  1.5  0.2 11.1  1.5  6.7   S  SW      STEEP  4.8 231
2013 11 23 07 55  1.5  0.3 10.5  1.4  6.7   S  SW      STEEP  4.7 225
2013 11 23 07 25  1.5  0.2 10.5  1.5  6.2   S  SW      STEEP  4.8 228
2013 11 23 06 55  1.4  0.2 10.5  1.4  6.2 SSE  SW      STEEP  4.6 228
2013 11 23 06 25  1.4  0.2 10.5  1.3  6.7   S  SW      STEEP  4.6 221
2013 11 23 05 55  1.4  0.2 10.5  1.4  6.2 SSE  SW      STEEP  4.7 231
2013 11 23 05 25  1.4  0.2 10.5  1.4  5.9   S WSW      STEEP  4.7 242
2013 11 23 04 55  1.4  0.3 11.1  1.4  5.9   S WSW      STEEP  4.9 240
2013 11 23 04 25  1.4  0.3 10.5  1.4  5.9 SSE WSW VERY_STEEP  4.8 243
2013 11 23 03 25  1.4  0.2 11.1  1.3  6.2 SSE WSW      STEEP  4.9 239
2013 11 23 02 55  1.4  0.2 10.5  1.4  5.9 SSE WSW VERY_STEEP  4.9 243
2013 11 23 02 25  1.4  0.2 11.1  1.4  5.6 SSE WSW VERY_STEEP  4.8 253
2013 11 23 01 55  1.6  0.2 11.1  1.6  5.6 SSE WSW VERY_STEEP  4.8 253
2013 11 23 01 25  1.5  0.2 11.8  1.5  5.9 SSE WSW VERY_STEEP  4.7 257
2013 11 23 00 55  1.5  0.3 10.5  1.5  5.6 SSE   W VERY_STEEP  4.7 260
2013 11 23 00 25  1.6  0.2 11.1  1.5  5.9   S WSW VERY_STEEP  4.7 253
2013 11 22 23 55  1.5  0.2 11.1  1.5  5.6   S   W VERY_STEEP  4.6 260
2013 11 22 23 25  1.5  0.2 10.5  1.5  5.6   S   W VERY_STEEP  4.6 264
2013 11 22 22 55  1.6  0.2 10.5  1.5  5.3 SSW   W VERY_STEEP  4.7 262
2013 11 22 22 25  1.5  0.2 10.5  1.5  5.6   S   W VERY_STEEP  4.6 259
2013 11 22 21 55  1.6  0.2 10.5  1.6  5.9 SSE   W VERY_STEEP  4.5 266
2013 11 22 21 25  1.6  0.2 11.1  1.6  5.3 SSW   W VERY_STEEP  4.5 266
2013 11 22 20 55  1.4  0.2 10.5  1.4  5.3 SSE   W VERY_STEEP  4.2 269
2013 11 22 20 25  1.4  0.2 10.5  1.3  5.0   S   W VERY_STEEP  4.2 264
2013 11 22 19 55  1.2  0.2 11.1  1.1  4.5 SSE   W VERY_STEEP  4.0 262
2013 11 22 19 25  1.1  0.2 10.5  1.0  4.2 SSE WSW VERY_STEEP  4.0 253
2013 11 22 18 55  1.0  0.2 10.5  1.0  4.3   S   W VERY_STEEP  3.9 259
2013 11 22 18 25  1.0  0.2 11.1  0.9  4.2   S WSW VERY_STEEP  3.9 254
2013 11 22 17 55  0.9  0.2 10.5  0.9  4.0 SSE   W VERY_STEEP  3.8 260
2013 11 22 17 25  0.9  0.2 11.1  0.8  4.0 SSE WSW VERY_STEEP  3.7 253
2013 11 22 16 55  0.8  0.2 10.5  0.8  3.9   S WSW VERY_STEEP  3.8 252
2013 11 22 16 25  0.8  0.3 11.1  0.8  3.9 SSE WSW VERY_STEEP  3.9 252
2013 11 22 15 55  0.8  0.2 11.8  0.8  3.9 SSE   W        N/A  3.7 260
2013 11 22 15 25  0.8  0.2 10.5  0.7  3.7   S   W        N/A  3.8 260
2013 11 22 14 55  0.7  0.2 11.1  0.7  3.6 SSE   W        N/A  4.0 163
2013 11 22 14 25  0.8  0.3 11.1  0.7  9.9 SSE SSE        N/A  4.1 163
2013 11 22 13 55  0.8  0.2 10.5  0.8  3.9 SSE   W        N/A  4.0 267
2013 11 22 13 25  0.8  0.3 10.5  0.7  3.6 SSE   W        N/A  4.2 152
2013 11 22 12 55  0.8  0.3 10.5  0.8  9.9 SSE SSE    AVERAGE  4.1 160
2013 11 22 12 25  0.8  0.3 11.1  0.7  3.3 SSE WSW        N/A  3.9 252
2013 11 22 11 55  0.8  0.2 10.5  0.7  9.9 SSE SSE        N/A  4.0 164
2013 11 22 11 25  0.8  0.3 11.1  0.7  9.9 SSE SSE        N/A  4.3 160
2013 11 22 10 55  0.7  0.3 11.1  0.7  3.2 SSE WSW        N/A  4.1 164
2013 11 22 10 25  0.8  0.3 11.1  0.7  9.9 SSE SSE        N/A  4.2 163
2013 11 22 09 55  0.7  0.3 10.5  0.6  9.9   S   S        N/A  4.0 174
2013 11 22 09 25  0.7  0.2 11.8  0.6  9.9 SSE SSE        N/A  3.9 157
2013 11 22 08 55  0.7  0.3 10.5  0.6  9.9   S SSE        N/A  4.6 169
2013 11 22 08 25  0.7  0.3 10.5  0.6  9.9 SSE   S        N/A  4.3 162
2013 11 22 07 55  0.6  0.3 10.5  0.5  9.9 SSE SSE        N/A  4.4 162
2013 11 22 07 25  0.6  0.3 10.5  0.5  9.1 SSE SSE        N/A  5.0 155
2013 11 22 06 55  0.6  0.3 11.1  0.5  9.9   S SSE        N/A  5.3 170
2013 11 22 06 25  0.6  0.3 10.5  0.5  9.9 SSE SSE        N/A  5.1 160
2013 11 22 05 55  0.6  0.3 11.1  0.5  9.9 SSE SSE        N/A  5.3 156
2013 11 22 05 25  0.6  0.4 11.1  0.5  9.9 SSE SSE        N/A  5.9 164
2013 11 22 04 55  0.6  0.4 11.1  0.5  9.9 SSE SSE        N/A  5.8 160
2013 11 22 04 25  0.7  0.4 10.5  0.5  9.9 SSE SSE        N/A  6.3 162
2013 11 22 03 55  0.6  0.3 10.5  0.5  9.9 SSE SSE        N/A  5.9 156
2013 11 22 03 25  0.6  0.4 11.1  0.5  9.9 SSE SSE        N/A  6.3 163
2013 11 22 02 55  0.6  0.4 11.1  0.5  9.9 SSE SSE        N/A  6.4 156
2013 11 22 02 25  0.7  0.4 11.1  0.5  9.9 SSE SSE        N/A  6.9 164
2013 11 22 01 55  0.6  0.3 11.1  0.5  9.9 SSE SSE        N/A  6.8 166
2013 11 22 01 25  0.6  0.4 11.1  0.5  9.9 SSE SSE        N/A  7.1 156
2013 11 22 00 55  0.6  0.4 11.1  0.5  9.1   S   S        N/A  6.9 172
2013 11 22 00 25  0.6  0.3 11.8  0.5  9.9 SSE SSE        N/A  6.8 166
2013 11 21 23 55  0.7  0.5 11.1  0.5  9.9   S SSE        N/A  7.6 172
2013 11 21 23 25  0.7  0.4 11.8  0.5  9.9 SSE SSE        N/A  7.1 166
2013 11 21 22 55  0.6  0.4 11.8  0.5  9.9 SSE SSE        N/A  6.8 166
2013 11 21 22 25  0.7  0.4 11.8  0.5  9.9 SSE SSE        N/A  7.0 160
2013 11 21 21 55  0.7  0.5 11.8  0.5  9.9 SSE SSE        N/A  7.3 159
2013 11 21 21 25  0.7  0.5 11.8  0.5  9.9 SSE SSE        N/A  7.2 162
2013 11 21 20 55  0.7  0.5 10.5  0.5  9.9 SSE SSE        N/A  7.2 164
2013 11 21 20 25  0.7  0.5 11.8  0.5  9.9 SSE SSE        N/A  7.3 160
2013 11 21 19 55  0.8  0.5 11.8  0.5  9.9 SSE SSE        N/A  7.5 157
2013 11 21 19 25  0.7  0.6 11.8  0.5  9.9 SSE SSE        N/A  7.1 166
2013 11 21 18 55  0.7  0.5 11.8  0.5  9.9 SSE SSE        N/A  6.9 163
2013 11 21 18 25  0.7  0.4 12.5  0.5  9.9 SSE SSE        N/A  6.3 159
2013 11 21 17 55  0.7  0.5 12.5  0.5  9.9 SSE SSE        N/A  6.5 162
2013 11 21 17 25  0.7  0.5 12.5  0.5  9.9 SSE SSE        N/A  6.3 162
2013 11 21 16 55  0.8  0.5 12.5  0.5  9.9 SSE SSE        N/A  6.4 164
2013 11 21 16 25  0.8  0.5 11.1  0.6  9.9 SSE SSE        N/A  6.4 162
2013 11 21 15 55  0.8  0.5 12.5  0.6  9.9 SSE SSE    AVERAGE  6.4 162
2013 11 21 15 25  0.7  0.5 13.3  0.5  9.9 SSE SSE        N/A  5.8 163
2013 11 21 14 55  0.8  0.4 12.5  0.6  9.9 SSE SSE        N/A  5.6 160
2013 11 21 14 25  0.8  0.5 12.5  0.6  9.9 SSE SSE        N/A  6.0 159
2013 11 21 13 55  0.8  0.5 12.5  0.6  9.9 SSE SSE    AVERAGE  6.1 157
2013 11 21 13 25  0.8  0.6 12.5  0.6  9.9 SSE SSE      SWELL  6.0 166
2013 11 21 12 55  0.8  0.6 11.1  0.6  9.1 SSE SSE      SWELL  5.9 159
2013 11 21 12 25  0.8  0.5 12.5  0.6  9.9   S   S        N/A  5.3 172
2013 11 21 11 55  0.9  0.6 13.3  0.7  9.9 SSE SSE    AVERAGE  5.6 163
2013 11 21 11 25  0.9  0.6 11.8  0.7  9.9 SSE SSE    AVERAGE  6.0 167
2013 11 21 10 55  0.9  0.6 13.3  0.6  9.9 SSE SSE      SWELL  5.9 164
2013 11 21 10 25  0.9  0.6 11.1  0.7  9.9 SSE SSE    AVERAGE  5.6 159
2013 11 21 09 55  0.9  0.6 13.3  0.7  9.1 SSE SSE    AVERAGE  5.5 167
2013 11 21 09 25  0.9  0.6 13.3  0.7  9.9 SSE SSE    AVERAGE  5.6 159
2013 11 21 08 55  0.9  0.6 13.3  0.7  9.9 SSE SSE    AVERAGE  5.4 163
2013 11 21 08 25  0.9  0.6 13.3  0.7  9.9 SSE SSE    AVERAGE  5.7 157
2013 11 21 07 55  0.9  0.5 13.3  0.7  9.9   S SSE    AVERAGE  5.1 172
2013 11 21 07 25  0.9  0.5 13.3  0.7  9.9   S SSE    AVERAGE  5.2 172
2013 11 21 06 55  0.9  0.6 13.3  0.7  9.9 SSE SSE    AVERAGE  5.4 163
2013 11 21 06 25  0.9  0.5 14.3  0.7  9.9 SSE SSE    AVERAGE  5.2 160
2013 11 21 05 55  0.8  0.4 11.8  0.7  9.9   S SSE    AVERAGE  4.7 169
2013 11 21 05 25  0.9  0.5 10.5  0.7  9.9 SSE SSE    AVERAGE  5.0 153
2013 11 21 04 55  0.8  0.4 10.5  0.7  9.9 SSE SSE    AVERAGE  4.7 162
2013 11 21 04 25  0.9  0.5 11.1  0.7  9.9 SSE SSE    AVERAGE  5.0 162
2013 11 21 03 55  0.9  0.5 12.5  0.7  9.9 SSE  SE    AVERAGE  5.0 159
2013 11 21 03 25  0.9  0.4 11.1  0.7  3.5 SSE ENE    AVERAGE  4.6 155
2013 11 21 02 55  0.8  0.4 11.8  0.7  9.9 SSE SSE    AVERAGE  4.6 156
2013 11 21 02 25  0.8  0.4 10.5  0.7  9.9 SSE SSE    AVERAGE  4.8 166
2013 11 21 01 55  0.8  0.4 11.1  0.7  9.9 SSE SSE        N/A  4.5 149
2013 11 21 01 25  0.8  0.4 11.1  0.6  9.9 SSE SSE        N/A  4.6 167
2013 11 21 00 55  0.8  0.4 11.1  0.7  9.9 SSE SSE    AVERAGE  4.7 159
2013 11 21 00 25  0.8  0.4 10.5  0.6  9.9 SSE SSE        N/A  4.8 153
2013 11 20 23 55  0.8  0.4 10.5  0.7  9.9 SSE SSE    AVERAGE  4.7 153
2013 11 20 23 25  0.8  0.3 10.5  0.7  9.9  SE SSE        N/A  4.4 145
2013 11 20 22 55  0.7  0.3 10.5  0.7  9.9 SSE SSE        N/A  4.5 162
2013 11 20 22 25  0.7  0.4 10.5  0.6  9.9 SSE SSE        N/A  4.8 155
2013 11 20 21 55  0.7  0.3 12.5  0.6  9.1   S SSE        N/A  4.2 177
2013 11 20 21 25  0.7  0.4 11.1  0.6  9.9 SSE SSE        N/A  4.5 163
2013 11 20 20 55  0.8  0.3 12.5  0.7  9.9 SSE SSE        N/A  4.3 150
2013 11 20 20 25  0.8  0.3 10.5  0.7  9.9  SE  SE        N/A  4.2 139
2013 11 20 19 55  0.7  0.3 10.5  0.7  3.7  SE  NE        N/A  4.0 143
2013 11 20 19 25  0.8  0.3 11.8  0.7  3.7 SSE NNE        N/A  4.0  29
2013 11 20 18 55  0.8  0.3 10.5  0.8  3.9  SE  NE VERY_STEEP  3.9  34
2013 11 20 18 25  0.8  0.3 11.8  0.8  3.9 SSE  NE    AVERAGE  4.2 157
2013 11 20 17 55  0.9  0.4 11.1  0.8  4.2 SSE  NE    AVERAGE  4.3 148
2013 11 20 17 25  1.0  0.4 11.1  0.9  4.3 SSE  NE VERY_STEEP  4.3  37
2013 11 20 16 55  1.0  0.3 10.5  1.0  4.3 SSE NNE VERY_STEEP  4.1  25
2013 11 20 16 25  1.1  0.3 11.1  1.0  4.8 SSE NNE VERY_STEEP  4.1  31
2013 11 20 15 55  1.2  0.3 11.1  1.1  4.5  SE NNE VERY_STEEP  4.1  31
2013 11 20 15 25  1.2  0.3 11.1  1.2  4.8 SSE NNE VERY_STEEP  4.2  27
2013 11 20 14 55  1.2  0.3 11.1  1.2  5.0   S NNE VERY_STEEP  4.2  20
2013 11 20 14 25  1.3  0.3 10.5  1.2  4.5  SE NNE VERY_STEEP  4.2  24
2013 11 20 13 55  1.3  0.3 11.1  1.3  5.0  SE NNE VERY_STEEP  4.3  22
2013 11 20 13 25  1.3  0.3 10.5  1.3  5.3 SSE NNE VERY_STEEP  4.3  20
2013 11 20 12 55  1.4  0.3 10.5  1.4  5.3 SSE NNE VERY_STEEP  4.4  25
2013 11 20 12 25  1.4  0.3 11.1  1.4  5.0  SE NNE VERY_STEEP  4.5  22
2013 11 20 11 55  1.3  0.3 10.5  1.3  5.0   S NNE VERY_STEEP  4.3  22
2013 11 20 11 25  1.4  0.3 11.1  1.3  4.8 SSE NNE VERY_STEEP  4.3  18
2013 11 20 10 55  1.4  0.3 11.1  1.4  4.8 SSE NNE VERY_STEEP  4.4  22
2013 11 20 10 25  1.3  0.3 11.8  1.3  4.8 SSE NNE VERY_STEEP  4.2  21
2013 11 20 09 55  1.3  0.3 11.1  1.2  4.8 SSE NNE VERY_STEEP  4.3  13
2013 11 20 09 25  1.3  0.3 11.1  1.3  4.5 SSE   N VERY_STEEP  4.2   8
2013 11 20 08 55  1.3  0.3 10.5  1.3  4.3 SSE NNE VERY_STEEP  4.3  13
2013 11 20 08 25  1.4  0.3 10.5  1.3  4.8 SSE   N VERY_STEEP  4.2   8
2013 11 20 07 55  1.3  0.3 10.5  1.2  4.5 SSE   N VERY_STEEP  4.3   1
2013 11 20 07 25  1.3  0.3 10.5  1.2  4.5  SE   N VERY_STEEP  4.3   8
2013 11 20 06 55  1.4  0.3 10.5  1.3  5.0  SE   N VERY_STEEP  4.4   8
2013 11 20 06 25  1.4  0.3 10.5  1.4  5.0 SSE   N VERY_STEEP  4.4 359
2013 11 20 05 55  1.6  0.2 11.1  1.6  5.3 SSE   N VERY_STEEP  4.6   1
2013 11 20 05 25  1.6  0.3 11.1  1.6  5.6  SE   N VERY_STEEP  4.5   8
2013 11 20 04 55  1.6  0.2 11.1  1.6  5.6 SSE   N VERY_STEEP  4.6 349
2013 11 20 04 25  1.7  0.3 10.5  1.7  5.6  SE   N VERY_STEEP  4.6 350
2013 11 20 03 55  1.8  0.3 10.5  1.8  5.6 SSE NNW VERY_STEEP  4.8 346
2013 11 20 03 25  1.8  0.2 10.5  1.8  5.3  SE   N VERY_STEEP  4.7 357
2013 11 20 02 55  1.8  0.3 10.5  1.7  5.3 SSE   N VERY_STEEP  4.8 359
2013 11 20 02 25  1.8  0.2 10.5  1.8  5.3 SSE   N VERY_STEEP  4.7 353
2013 11 20 01 55  1.7  0.2 10.5  1.7  5.3 SSE NNW VERY_STEEP  4.8 336
2013 11 20 01 25  1.8  0.3 10.5  1.8  5.0 SSE   N VERY_STEEP  4.8 354
2013 11 20 00 55  1.8  0.2 10.5  1.8  5.0 SSE   N VERY_STEEP  4.8 354
2013 11 20 00 25  1.9  0.3 10.5  1.9  5.3 SSE NNW VERY_STEEP  4.8 333
2013 11 19 23 55  1.6  0.2 10.5  1.6  5.0 SSE NNW VERY_STEEP  4.8 343
2013 11 19 23 25  1.8  0.2 10.5  1.8  5.0   S NNW VERY_STEEP  4.8 343
2013 11 19 22 55  1.7  0.3 10.5  1.6  5.0 SSE NNW VERY_STEEP  4.8 336
2013 11 19 22 25  1.6  0.2 10.5  1.6  5.0 SSE NNW VERY_STEEP  4.8 337
2013 11 19 21 55  1.8  0.2 10.5  1.7  5.6 SSE  NW VERY_STEEP  4.9 305
2013 11 19 21 25  1.8  0.2 11.1  1.8  4.5 SSE   N VERY_STEEP  4.7 352
2013 11 19 20 55  1.7  0.2 10.5  1.7  5.3 SSE WNW VERY_STEEP  4.8 299
2013 11 19 19 55  1.6  0.2 10.5  1.6  5.3 SSE WNW VERY_STEEP  4.7 290
2013 11 19 19 25  1.7  0.3 10.5  1.7  6.2   S   W VERY_STEEP  4.9 277
2013 11 19 18 55  1.7  0.2 10.5  1.6  6.2   S   W VERY_STEEP  5.0 276
2013 11 19 18 25  1.7  0.2 10.5  1.7  6.2   S   W VERY_STEEP  5.0 277
2013 11 19 17 55  1.9  0.2 10.5  1.9  4.8 SSE  NW VERY_STEEP  5.0 326
2013 11 19 17 25  1.9  0.2 10.5  1.9  5.9   S WNW VERY_STEEP  5.1 284
2013 11 19 16 55  2.0  0.3 10.5  2.0  5.9 SSW WNW VERY_STEEP  5.1 288
2013 11 19 16 25  2.1  0.3 10.5  2.1  5.9   S WNW VERY_STEEP  5.4 291
2013 11 19 15 55  2.1  0.4 10.5  2.0  5.6   S  NW VERY_STEEP  5.3 305
2013 11 19 15 25  2.0  0.3 10.5  2.0  5.0 SSW  NW VERY_STEEP  5.2 314
2013 11 19 14 55  2.1  0.4 10.5  2.1  6.2 SSW   W VERY_STEEP  5.3 281
2013 11 19 14 25  2.3  0.4 11.1  2.3  6.2 SSW   W VERY_STEEP  5.4 281
2013 11 19 13 55  2.2  0.3 10.5  2.2  5.6   S  NW VERY_STEEP  5.4 309
2013 11 19 13 25  2.4  0.4 10.5  2.3  5.3 SSW  NW VERY_STEEP  5.3 325
2013 11 19 12 55  2.3  0.4 10.5  2.2  5.9 SSW  NW VERY_STEEP  5.4 315
2013 11 19 12 25  2.3  0.4 10.5  2.2  9.1 SSW SSW    AVERAGE  5.5 208
2013 11 19 11 55  2.3  0.3 10.5  2.3  5.0 SSW NNW VERY_STEEP  5.5 328
2013 11 19 11 25  2.2  0.4 10.5  2.1  8.3   S  SW      STEEP  5.5 228
2013 11 19 10 55  2.2  0.4 10.5  2.1  9.1   S SSW    AVERAGE  5.7 201
2013 11 19 10 25  2.2  0.4 10.5  2.1  9.1 SSW SSW    AVERAGE  5.7 205
2013 11 19 09 55  2.2  0.6 10.5  2.1  9.1   S SSW    AVERAGE  5.7 208
2013 11 19 09 25  2.1  0.5 10.5  2.1  9.1 SSW SSW    AVERAGE  5.7 207
2013 11 19 08 55  2.2  0.5 10.5  2.1  9.9   S SSW    AVERAGE  5.8 201
2013 11 19 08 25  2.1  0.5 10.5  2.0  9.1 SSW SSW    AVERAGE  5.8 205
2013 11 19 07 55  2.2  0.5 10.5  2.1  9.1 SSW SSW    AVERAGE  5.8 198
2013 11 19 07 25  2.3  0.5 10.5  2.2  9.9 SSW SSW    AVERAGE  5.8 202
2013 11 19 06 55  2.4  0.7 10.5  2.2  9.1 SSW  SW    AVERAGE  6.2 214
2013 11 19 06 25  2.3  0.6 10.5  2.2  9.1 SSW  SW    AVERAGE  5.8 215
2013 11 19 05 55  2.5  0.7 10.5  2.4  9.9 SSW SSW    AVERAGE  6.2 200
2013 11 19 05 25  2.4  0.7 10.5  2.2  9.1 SSW SSW    AVERAGE  6.4 211
2013 11 19 04 55  2.5  0.8 10.5  2.3  9.9 SSW SSW    AVERAGE  6.6 201
2013 11 19 04 25  2.4  0.8 10.5  2.2  9.9 SSW SSW    AVERAGE  6.6 209
2013 11 19 03 55  2.3  0.8 10.5  2.1  9.1 SSW SSW    AVERAGE  6.5 201
